rank,subject
10.584455620846642,june wellhead nomination
8.538870875441981,lonestar payback st
8.665361755102941,basin production ga
12.62017305157965,enron actuals december
7.571215579436838,goldston outage
13.52298400972198,re deal eol waha
7.128192965517578,re eex bid
9.285864833756227,enron hpl actuals september
9.626295102246694,hpl anniversary dinner confirmation
15.370578295874248,re indian spring
10.96953992717602,enron hpl actuals november
10.224136854537134,enron hpl actuals july
10.040869480283378,re enron hpl actuals november
16.521586007400952,re wellhead adjustment may
7.338713554299287,global data management gas asset support
12.071520493970688,re contract status needed
8.908828687114209,fw nd rev hpl nom eff march
8.492680530559715,revision forest oil january gas volume
4.582734469235908,decrease entex rom
5.606525494105453,re
10.419771257766982,tetco change
10.069899745956448,re deal meter
11.459735676323513,hpl nom march
11.18450899890455,new noms
10.577954826126993,eastrans nomination gas day
11.646010808781652,tufco deal
11.267613977089832,natural gas nomination
9.736830714279002,calpine daily gas nomination
8.424236904845973,march activity survey
8.825154027472513,deal id
8.493582615784376,hpl meter south katy gas unit
8.579832968752218,may hour survey
9.77266419815116,re lst rev mar josey ranch nom
8.52570801157383,rocket schedule
12.028242476502525,enron hpl actuals january
7.578593324527061,camden resource inc
9.71582476138984,re texas logistics info
10.423038185552455,hl p february premlinary flow number
9.025515171071739,lower colorado river vols
8.48909403697068,base gas roll april
9.358775683320076,well head
6.137586527567728,ce blue dolphin pipeline
6.640563654054193,fw settle election
9.084990202386015,hpl meter southern union lockhart
7.185371774540234,well head
8.54968139410018,revised hplc purchase estimate april
7.8753802100856465,procedure adding new capacity ticket multi desk service
10.224136854537134,enron hpl actuals july
10.295011821959333,please note new email address
14.584114947757795,re may wellhead `` spot `` purchase request
11.459735676323513,hpl nom march
8.3945334645984,mcmullen meter list
10.643620709571797,first delivery atmic marquis
5.675505183919812,fw equistar noms
9.793340560081694,wellhead adjustment
12.910060056062413,re meter
8.388146908149334,fw killing ena ena deal sitara
8.839633370781343,clerk great
8.758192052654046,intraday eastrans nomination change nomination
9.565948614535326,lyondell
8.32017496530971,enron hpl actuals june
9.249972187172112,txu nom
10.78078602371515,re new turn ons
7.501998937869896,tinsley field
9.683750797331598,plan allocation
26.319643693805393,re industrials
10.688059525468494,job
8.571533034214411,meter lamay gas lift
5.66322044905526,poem
14.518697969112305,re prc meeting agenda recap
15.149688411810802,re cornhusker contact information
8.758904272951082,meter
14.29051011985364,re koch midstream service co
8.99458252760025,sitara deal
10.385282889416764,cowtrap allocation
8.08536843145205,first delivery cico oil gas co union gas corp
7.756756950740773,cd dvd expires soon half com
11.139702971587841,hpl nom april
7.79536143349451,josey ranch est apr
9.486320068019992,re potential volume list march
12.969951963711205,hub destruction rough draft progress
10.053940872411069,txu noms
13.958563931103544,re koch midstream service co
7.945286169546161,announcing new enron brown bag seminar `` win bowl game ``
10.919367450153228,wellhead deal changed
9.811540447431353,duke energy field service
8.13983225262234,order confirmation
10.22758569055844,nom change new well haynes tejas
9.466865070307813,well head
11.459735676323513,hpl nom march
7.797965571813518,shoreline gas inc shoreline buhler central point meter
9.241401546528836,fw updated contact sheet
7.697263928403427,midcon invoice
9.3948747151672,assignment termination expiration report houston pipe
7.984410731932101,re meter lundell ranch c p gato creek
7.725001417728489,transport koch beginning wednesday
9.66957888706755,deal eol waha
7.510916410780067,work pg e meter riverside agua dulce
8.597721777607997,re evergreen deal
11.245503848445937,enron hpl actuals october
8.356547632669923,re another hesco issue
9.40111324425938,initial cp name change merger
8.828648231163545,nomination hpl purchase sale
7.455758796655015,feb th sale aquila
8.273305167464173,hpl meter texoma p gsu hpl
10.738138690444114,calpine daily gas nomination
10.357244705330025,neon discussion november
10.236388834197683,south hampton refining
13.966611283897047,re meter july activity allocation exception
15.452688759743467,re valero
9.315122416740873,re noms actuals thru
16.817595503109754,re hoop
1.518113635140546,imperial sugar volume mmbtu month may instead scheduled could please make appropriate nomination change also let know plan price buyback also way roll mmbtu deficiency june business
10.136784379316463,entex noms lone star katy
12.195977194036761,re meter
6.519541360959386,april flexible katy gas
8.58504426318269,re fw fw march invoice
9.310669863897001,revison enron hpl actuals november
7.9941437648364,final name change merger spreadsheet
8.68968828936064,re enerfin tetco
6.410600908689562,
9.690155550893191,tenaska iv transport
11.597848661899365,hpl nom august
10.304347946766415,revision hpl nom february
10.210689875757389,monthly budget v actual comparison report texas
11.139702971587841,hpl nom april
7.521100450114717,aep benefit meeting
7.8446890047541435,shipment confirmation
7.71003679394058,re canus meter
8.334495308895695,generic contract
10.439066161281433,calpine january nomination
10.916790060918371,day change revision txu fuel trans k november
9.831404778012734,texas ena system rate
7.852260537944477,fw field service office
8.635673582558555,april nomination shell deer park
8.271784738199477,re hilcorp old ocean volume
8.971688429531685,re revised nomination june
8.691414285519246,april activity survey
9.302760973437037,industrial account
12.216847130996298,re coastal oil gas corporation
8.316494943690364,spinaker n padre island block allocation
6.955723838663647,
8.206366300735214,meter receipt meter w delivery noms
11.167144366005969,hpl nom june
11.497846794963632,enron nom march
10.620548404530807,nomination hpl dleivery eastrans
10.396988054602133,txu nom
7.895840329474329,meter variance ua clean
11.595380393091634,thurs friday
7.781218024537274,mobil chemical pasadena hpl meter
9.266287008574212,black marlin meter ua
8.487858838750752,intrastate gas
14.5808123732337,re meter sept
9.27034981385105,holiday invitation
5.37200376582142,vance list meter sitara well head
11.588454431689492,hpl nom november
7.038287973517605,spring saving certificate take
8.576027962104243,cdnow order confirmation
7.263235614005075,take super ticket
4.4573143822845855,re elder
8.23174903894242,june july swing volume guadalupe power partner
6.323465748663537,enron actuals june thru
8.988906369724544,unify sitara enhancement
7.809114971547366,estimated actuals april
10.167291884291574,southern union prod austin spot deal sale
8.158336198347437,moving list
10.418063293480712,february buyback deal
8.699425457588461,entex adjustment
12.028242476502525,enron hpl actuals january
16.94437945724662,re tenaska iv
9.215152277926201,phillips petroleum inc
9.358471898193844,pg e texas
8.371296517480008,guadalupe power partner march prod
7.626674130867025,enron actuals june
9.749211935552026,production lower colorado river authority sitara
8.555051876302233,hpl meter hughes cmp
10.847635105630836,re oasis pipe line company
7.996452080069018,gulf coast pipeline company dyersdale area harris co tx meter
8.53388111468479,calpine daily monthly nomination
9.630815224869881,ua meter deal
10.14226558308022,tenaska gas management agreement
8.731939146336357,re flow volume oxy gladewater meter
10.27933369671424,day
11.871331865372493,re meter
10.250926989947219,deal
11.298013133181986,hpl nom february
8.033584246733026,sitara position
8.463250215723576,inclement weather planning
9.49185207177849,industrial account
9.319372621906092,re dow pipeline
9.715585489883011,ena sale hpl
8.15437273772518,re big cow breakout
7.604787004440804,unresolved issue jan followup
7.070451509383574,king ranch
9.325071538932953,netco item
10.062717553450486,new pan energy exchange deal meeting
8.14151173159143,hpl unaccounted
9.167067909901828,aep hpl transition issue
14.785754453936267,re saxet
11.19143242153549,nom change increased midcon gas
9.883931888644401,re exxon company usa global sitara
10.918880637706744,enron hpl actuals october
10.767868626755767,enron hpl actuals august
8.481039574542462,meter
31.86654576799411,re hl p
7.8073856692336,well head
11.026867631735968,tenaska iv
11.894811456709911,thank
9.495388544922116,txu nom wed
8.750097490979272,purchase sale nomination eastrans pipeline carthage fuel
9.627210604405562,boss day
19.122561059454135,re noms actual flow
10.667209459831087,revision hpl nom october
11.814777391157076,re maynard oil revised nom
11.597848661899365,hpl nom august
8.672729770812836,fw centana storage
8.480329387738763,meter torch rally el sordo
10.18972359184429,wellhead volume
9.55607633935068,gmt inc
10.8595113668546,re midcoast marketing
8.236608840474563,double business
10.856690008603525,houston expl dec
8.888698044332694,unify enhancement tracking list ena upstream
4.856673386229926,enrononline game
10.819170839215221,eastrans nomination change effective
11.795912648297564,hpl nom may
5.969753195653887,neon retreat
10.658808708936768,oct noms
7.706997732312096,crosstex energy service driscoll ranch duval cty tx
9.083567799679049,nomination
11.42222358090739,hpl noms july
14.401965667027653,re personal information need updated
6.185415545935948,cornhusker contact information revised
5.635172903824986,jill
8.595806056927987,sarco lateral crow connor meter
9.859908657136984,mobil beaumont
11.795912648297564,hpl nom may
10.916790060918371,day change revision txu fuel trans k november
6.784389461228242,performance evaluation choice
8.91657310711236,big cowboy additional production
7.67631872728922,reliant energy entex transport imbalance
10.147514799268254,aspect resource meter production
5.132581142445074,fw center bible
3.1618218692409155,re hoop
8.550260281702416,cdnow order confirmation
10.083328691282503,calpine monthly nomination
10.994788921531681,hpl noms april
10.902084934496473,carthage american central nomination
9.053610607675385,meter
18.050173411749803,re fuel
9.158789757619894,deal nomination october
9.384344470010982,texas nom lp dba garrison ltd
13.086583489598018,re tenaska iv cleburne plant
11.460668573262044,call note
9.817027842586894,revised th noms
7.957084903802992,expected volume october
10.066596594070665,eastrans nomination change effective
5.7814235566692345,kingwood cove
8.327615522690806,re pgtt meter dec issue
8.997835921821705,change tenaska iv volume
10.8697341405422,enron actuals july
10.370503819843348,equistar
8.46595006787132,well head
7.607273780310692,reliant energy entex transaction
7.723808793959603,baytown pigging affected meter
11.475492040246836,enron hpl actuals nov
10.425529991882787,ua
10.436063042314407,enron hpl actuals september
6.815283051876317,preliminary `` buyback deficiency deal `` worksheet july
11.650905080024696,enron hpl nom wednesday aug
8.201786807221612,intraday eastrans nomination change nomination
16.850051410175176,fyi
8.641834418250184,unify unix team working
10.558255353777525,test dfarmer enron com
7.592053413189454,registration welcome email
9.037154338938976,plan allocation
8.682589386837858,calpine daily gas nomination
1.4146321243380824,day txu lonestar called carthage
8.541369011830891,meter flow nom
8.096102722438141,enron blockbuster launch entertainment demand service
5.220546359066421,gift
8.961415980029951,succession plan
11.566506954041747,hpl nom july
7.840515670487157,information regarding batch noms aug
9.355387306849233,saxet
7.141008994603279,ami
7.3762536892212776,enron hpl actuals february
17.48484505851506,re industrial report
9.181106353477745,meter
8.65925797438671,fw ena gas sale hpl h gas company
8.48960507335905,re ei smi revised availability effective
13.985384133359776,re hydrocarbon lease mgmt
19.122561059454135,re noms actual flow
8.498673098131976,fw hpl imbalance payback
9.086855589640042,enron avail spreadsheet december
11.268161809988257,eastrans nomination change effective
17.01019257898657,re meter acock production
11.510341551894165,re meter south katy gas unit allocation
8.528159193536998,equistar sale tejas midcon
10.678734700206816,carthage american central nomination
9.86851090387668,meter
8.581398187804425,re september spot purchase
8.810970662778344,`` ram tackett `` picture
10.976678467033208,capacity
9.77060648570535,october deal
11.167144366005969,hpl nom june
9.558863188063262,cleburne gas
6.977379319068918,parking
11.979029137421028,enron hpl actuals july
1.4512691081107547,received fax cp l june nominated k day
9.410832227154902,project miracle gas meeting
9.546520330620766,panenergy exchange deal feb production
10.573891680276141,june st
13.898415867925575,re valero february gas nomination
8.14458985419339,nd rev dec josey ranch nom
13.372229583732683,re koch midstream service co
7.751109333974148,sear robin revision effective sea robin p l
14.150162268939898,re mobil chemical
10.122248429310964,waha hubco
5.943413780745476,young family egg hunt
10.767868626755767,enron hpl actuals august
14.49257893337482,re discrepancy price gas redelivered mobil beaumont
5.675645326026724,september cellular
15.937942926382773,re meter
9.825191850703511,nomination eastrans
6.127378363217372,final version
9.714448526258808,nom teco tap actual
10.37982512200595,duke energy field
5.462983239467962,may wellhead
11.071889460779412,rd noms
10.053607221463466,thank selecting quickenloans
8.708541963646026,sarco lateral crow connor meter
6.338228101043409,managing director vice president election
8.53388111468479,calpine daily monthly nomination
7.153375621915031,meoh plant status
10.70387310009517,hpl noms jan
8.219668395274546,sitara patch
9.854717388632288,eastrans nomination change effective
8.827531015280213,let talk home loan
11.612986833866065,nomination oct
9.309576114292659,guest access eol
19.137105215302867,re noms actual flow
8.100288697595337,important information security clickathome
7.564313625383001,fw whose need
10.224136854537134,enron hpl actuals july
9.900664215489773,re first delivery wheeler operating
13.315357632718474,re hpl discrepancy
6.439297562825185,txu lonestar katy
8.31818903367186,josey ranch est feb
5.22799267687694,winter cap volume
5.569909538330177,global accounting promotion
5.505198299912463,woops
9.502640263524272,cannon interest may purchase
14.88450357690196,hl p
11.167144366005969,hpl nom june
5.705076123879417,fw heavy load
10.681747019238372,failed deal
8.453121227570861,re enron methanol meter
9.370503134272017,fw black marlin
13.477889946844101,re nom actual flow april th
10.0965219183199,ce change lonestar
9.251879278823866,enron hpl actuals july
11.502278313967995,hpl nom december
9.292037804948947,enron hpl actuals october revision
6.153600145966956,hunter birthday party picture
8.376026428944458,sitara availability
6.505523710145781,installation equipment ordered completed
7.8138869106302815,re ce deal summary
9.14944202765433,base gas roll april
13.654952382069958,re noms actual flow thru
9.938711929794628,oasis sept production
8.97881443731875,re resume attached
8.404680991534182,hilcorp old ocean volume
5.887026113852639,expatriate zone issue
6.802967311732015,spot deal april
10.199791739724038,re enron industrial market super saturday recruiting
7.275932478771867,missing deal may
9.754589923916717,tenaska iv
9.122926101997601,union carbide texas city
6.532069123028086,daren
10.540675968211868,deal
11.488983542715614,enron hpl nom november
11.167144366005969,hpl nom june
8.503636050185627,calpine daily gas nomination
10.774055814189499,hpl nom january
9.100344851534329,nom actual flow
10.37459815452562,update supported internet email address
9.536880139259743,new analyst
10.703418554576459,rd noms
17.20833452224534,re cp l
10.409524171868542,july nomination
8.206591243617376,winter cap entex
7.3316792221639195,resume accounting
7.836490585991154,re enerfin meter
10.093387214980256,nom change th
2.3467504560566446,wassup south park
10.165398391056852,lng mtg
9.895948995774,november availability
8.117833749153915,work pg e meter riverside agua dulce
8.547046320942378,blue dolpin august september
5.336219522088193,picture
17.657795058344995,re industrial report
7.892139355179783,new paycheck information
10.066182184390605,april production estimate
12.857006183196097,enron hpl actuals sept
8.650933333034681,month end close schedule revised
8.939528931101279,re valero meter
11.795912648297564,hpl nom may
9.35840900308748,neon march
8.748466992307929,january nomination shell deer park
5.993986280123582,bob
9.186576149144841,volume feedback unify sitara
7.700481796816656,spoke person confirms pg e side said
8.375548028736093,re txu imbalance
7.976849847822608,fw maintanence hpl three river
8.584265840201175,thought meeting
8.806920826713927,cp name change merger list
9.71158329126627,re big cowboy august
10.586554206288726,enron actuals june
8.192161612286425,meter bad scada feedback sitara
8.49499720663077,please map hpl zone east beaumont east beaumont offer
8.36754945758299,eol issue
10.958009688410591,pg e texas
11.362419117303093,enron hpl actuals sept
8.503636050185627,calpine daily gas nomination
7.2237129731955605,big thicket allocation
8.501451955521787,correction nomination eastrans nomination
11.290702007771207,extend deal
7.947823782108222,foundation course bottom line project management july
11.542365518268015,re march activity enichem elastomer america inc
8.326659412312882,income tax
8.248094171035335,texas market analysis
9.758451502201021,domestic employee participate enron corp
5.681999974678399,fwd wazzzup nd version
8.130142621585414,re another hesco issue
7.912471284813158,lunch
9.168694797747014,tuesday december th
12.357792247199649,sept noms
6.353711185174927,game uniform
8.938757950274315,march nomination shell deer park
10.306412223011835,re swift october vols
9.289765715520055,gas management agreement
9.308492163665008,albert trevino tejas pipeline trevino plant gas sale
9.999100791499952,hpl river gas flowing king ranch
11.167144366005969,hpl nom june
9.25369238408487,tenaska iv
5.566757178944311,re table buffet
9.752113489652695,re first delivery texaco e p
9.234522728790731,fw chevron phillips chemical co lp hplc sale buyback
9.62294389888432,meter dec
9.752198327472264,october co owner avail
8.987861880467166,enron file chapter reorganization
10.209409741532333,august wellhead production estimate
11.459735676323513,hpl nom march
7.896129247208781,re ect im waha
9.280965796383416,cornhusker sept
7.106011833164479,feb intercompany accrual variance
10.787799434469525,air product plant day
10.473473026783264,hpl nom july revision
10.367000010164258,print
8.421013162514432,ce deal clean
7.964040957929194,saxet canales king ranch balancing issue
10.386944876270812,fw deal
5.906641970566191,mom
8.798921004000626,re accomplishment first six month
10.50650140526431,cornhusker
4.050685705177471,aspect resource
13.477889946844101,re nom actual flow april th
12.071588354517502,tenaska iv
10.337793040123053,pan energy marketing exchange settlement
8.899163765767945,hpl meter texoma p gsu hpl
7.114163301431592,missing deal may
9.967924857015856,revised july lst woodland
5.963535853818057,fw weygandt andrew glover rusty beard jaime
8.416884200729282,deal koch midstream ce system
10.60924500276452,tenaska iv
9.770127903657269,june wellhead prod est
11.502278313967995,hpl nom december
8.581664661914878,implementation gas message board application
9.869041512777427,re columbus energy deal
11.15280248078091,enron actual total thru july th
7.754345955170804,fw guadalupe power partner
6.453835251712818,fw piss side road
8.984789978067303,note initial enom use case meeting
8.232860378557264,amazon com order
14.667887568855527,re panenergy marketing march production
8.273373516559603,nd rev mar josey ranch nom
8.488990720750834,nom form
8.100376207228303,life general
7.378460772597629,so aep missing deal
5.018240636959915,fw candle lighting
10.981304427805766,enron hpl actuals october
7.896442547561388,pop production downtime request
9.838230731842708,interview schedule brent trefz
8.325121896985975,performance feedback
4.730263884149863,entex increase rom
4.107076146333541,enw promotion announcement
9.687076253879503,re boat
7.129587336700884,gary hank bachelor long please read urgent
9.41717255255453,aep contact list
8.010224360258002,re revised tenaska iv cleburne plant
9.386961684837965,meter
7.1603525160632175,re entex volume
9.992029397906627,tenaska iv receivables
12.539795637317054,re meter
10.121958745446467,re formosa meter
8.349608015282698,activity allocated nomed
9.432305587968802,meter baytown exxon
9.982917199363968,tenaska
10.913628431472064,sale el paso merchant
6.178095647267724,adios
8.035973598969962,office
9.138056050651494,enron hpl actuals july
10.866321032468395,revision hpl nomination nov nov
13.513915952585766,re meter production encina gas marketing
8.130372353580366,cdnow shipment confirmation
8.594265581097755,bankruptcy management committee
10.635237686465633,hpl noms january
11.449219176667961,enron hpl nom december
8.588344211109161,jan sale texas general land office
12.155473109423358,re fyi wellhead portfolio
11.803776772865376,re sitara release change global due consent
8.770500695712792,enron methanol meter
6.389597852744337,
8.297522714485941,revised nomination june
11.010290187928403,first delivery comstock oil gas hesco gathering company
9.837666378632951,enerfin tetco
8.197769350154383,cornhusker contract information
9.236853440636981,valero gas marketing meter sitara ticket
10.767868626755767,enron hpl actuals august
10.9548646686346,hpl nom october
10.857203722553056,enron actuals dec
8.146689744361618,re transport flash feb
8.841117038267896,wellhead adjustment
8.98206876769449,oasis pma
9.825496710720262,hey tim
9.31194996927645,ocean star brown bag may th
8.870854205496927,point change deal
11.139702971587841,hpl nom april
7.3172167359276274,re deer park railroad crossing `` line
9.827183200924312,meeting thought
9.61163257845562,marathon oil company
8.872604059115424,customer trip proposal
9.356633952826995,ena gas sale hpl h gas company
8.662195852250806,february mcnic lyondell noms
22.289814587010074,re natural gas nomination
11.833119822076995,re october wellhead
9.797963072344665,txu deal
5.3086118872489205,kingwood cove golf special
11.156450037832427,revision hpl nom july
10.981304427805766,enron hpl actuals october
9.966549604929455,ehronline web address change
17.60739540594118,re noms actual vols
8.296975833831837,new employee
11.104559951167444,hpl noms february
9.236524959516474,eastrans nomination change effective
8.458612948466005,fw txu lone star pipeline standard pooling agreement
11.459735676323513,hpl nom march
16.463267941122993,re coastal ctr meter sit
11.122496183695782,hpl noms august thru
7.76092850929355,amazon com order
9.035389443913742,meter
10.790733260604753,wc revision notice force majeure stingray p l
14.202253165400203,re may wellhead `` spot `` purchase request
9.275426328718671,deal number
16.14783086646098,re cp l
9.633651144400147,formosa meter
7.938351145569029,fw calpine monthly average revised
1.6539218121468078,fri feb problem taking vacation
9.654616197346092,resume sent
11.298013133181986,hpl nom february
9.49167741704802,noms actual flow
10.774055814189499,hpl nom january
10.928735167633928,txu fuel sd nomination may
16.565756657279415,fyi
11.588454431689492,hpl nom november
8.300308743567085,calpine force majeure
9.09278028240058,re txu fuel december
8.902031326220714,s j revision effective
10.337448646438158,follow day site
9.309608619521244,fw revised gas logistics netco restart
7.95264969056622,january brown bag session
7.909544709648643,enronoptions update
8.971284195364227,oasis line
9.293474221422358,re nom actual vols th
9.129339653622406,hplc four square
9.657431318215169,unify close schedule
13.712876041768572,re valero february gas nomination
5.0562406410968235,football
21.96064665493778,re natural gas nomination
29.645664086024247,re hl p
9.175489568271104,re howdy
5.919131104795622,rfp dated june
9.609376044646908,re error repair
12.900641885968891,enron hpl actuals september
6.429071886401652,
8.584508000483495,correction hi
17.150570564095943,re noms actual flow
13.654952382069958,re noms actual flow thru
8.408740067062134,hpl meter indian hill plant tejas
9.025265811161693,new contact devon
8.515399911428363,fw nd rev hpl nom eff march
11.408455173709408,eastrans nomination change effective
9.61131633337041,revised nomination cody energy
8.908416304390018,calpine daily gas nomination
11.218212103003012,vacation carryover
9.896838416141192,cannon interest may purchase
8.349395534854049,february nomination shell deer park
19.303174031542184,re noms actual flow
6.351452809112492,corhshucker
7.597992295826966,november real estate news update
8.714538093236117,valero rfp gas data
5.775405133382432,fw box bed
7.952187256174602,re sale panenergy exxon clear lake
5.913304442334262,microsoft messenger
13.415449855734837,re prc meeting agenda recap
10.788967436949907,th noms
11.638428420165296,neon week
12.996928287565618,re tenaska iv transport
9.275426328718671,deal number
8.688981265123374,revised april tenaska sheet
10.784612916393332,exxon company usa global sitara
7.982298058959904,amazon com order
9.152258250381493,equistar nomination scheduling change
14.69737445808044,re killing ena ena deal sitara
7.921379572568552,misc question
8.901055660377063,unify production back eol deal highlighted
5.6406764489831405,dear
10.673087569885032,re interview itinerary
10.283754848733725,tristar gas company may
5.422569349447524,neon
9.567355569657481,enron hpl actuals october
7.636563054329336,neither ena rac egf employee family member others living
11.643359107845075,re nom actual volume april th
9.299342278295233,neon discussion november
8.69474084751768,exxon bid
8.435986756264692,payroll distribution
13.895486368296613,re gmt inc
7.642576043282871,ce deal
14.11881589502777,hl p flow
19.02977231034053,re tenaska iv
6.430527453813981,fw fwd two prayer request
9.065150767275746,ena sale hpl
8.2005129244391,midcon transport usage ticket marol
7.941222456945749,meter
8.792045311955023,union carbide safety net gas
9.243281108243657,hpl meter decker laureles farm c p
6.975993266022613,weekend activity dated june thru june th
11.675132094622924,hpl nom dec
7.311695714113955,resume gloria davis
20.582113937551615,re gas nom
8.805345272906825,calpine daily gas nomination
8.542030653554557,calpine daily monthly gas nomination
9.884021551296891,fyi new product eol
11.588454431689492,hpl nom november
8.703935205340793,texas energy reliability council meeting
5.067910367066813,username password
7.864988611949093,devon transition
11.090987236514975,re meter
9.676003378873727,fw calpine daily gas nomination
8.036357660784011,vastar resource inc
8.629660658288866,meter
5.463331044183908,cdnow username
11.488983542715614,enron hpl nom november
8.99888506304678,february update
10.001819652535946,pg e bankruptcy case important
5.748209494927952,re mtr mokeen lateral
7.617953618999696,re enerfin meter
8.725030535147598,coserv proposal
11.6865828401035,revision hpl nom sept
8.50905344294548,enron hpl actuals november
11.529975831799998,re meter
10.433425902077461,re ua meter falfurrias
8.326820851622047,meter three river issue
6.260455098685424,final final version
9.94334821779181,mobil beaumont marol
7.2987546651269195,additional name change
4.310733842048955,freedom
8.217822090664638,contact name executing gisb agreement
6.134633439374167,fw fwd fw drawing school age child pa fwd
8.100672242068248,re beaumont methanol meter october
16.94437945724662,re tenaska iv
9.698277144961274,flow volume oxy gladewater meter
6.296934504437358,fwd resume
17.926340123951515,fyi
7.7522664001214014,big cowboy additional production
11.566506954041747,hpl nom july
8.946100871714526,re atmic hurta new production
10.082977756405244,mobil nomination may
15.785167892491373,re central power light
7.205610137970404,update union carbide safety net gas
8.358811160899753,re shell meter october
6.680472407049257,hplc wellhead
9.42231147308673,fw texas map
10.733323965135813,storage
7.521710895928744,nom eastrans
8.091165790820586,meter hughes c p
1.0,gymnastics picture
8.389263921757117,gasper rice resource ltd
7.2889579149929355,going
9.408121442246886,enron hpl actuals february
9.807915767230018,assignment termination expiration report asset group
11.139702971587841,hpl nom april
8.097800200151575,shell houston open
8.48263541308722,hpl meter bammel hpl p transco
10.449762175634042,rate tenaska deal
8.835774548496001,neon discussion october
8.653362597893324,well head
19.150778570871825,re noms actual flow
17.900377728232268,re nomination
6.266668319827533,fw
9.083397593300088,pathing question
6.791619337042186,final version
9.167078586179214,bcp seat assignment
7.424460717996278,road show com q com choose enron deliver financial web content
10.406701201965749,re best guess right go little soon
9.05798816940221,shell meter effective
10.029735774106115,natural gas nomination
8.336555449357194,mary poorman interview schedule resume
9.93955256885633,cornhusker sept
10.622745665909855,re important teco deal meeting
8.801787504325954,union carbide texas city
16.152618152545532,re cp l
13.809560835846606,revised noms four square gas
18.210506566367503,re tuesday december th
9.83854074993496,westex document
11.139702971587841,hpl nom april
12.387579298051712,spinnaker exploration company l l c n padre block l
9.097549606658854,fw executed agency ena tenaska gas company
7.740937707770075,project hurricane bridgeline status
9.304166905298825,settelement request equistar `` buyback `` ticket ena
9.075345046874759,monthly charge analyst rc report
11.453565288765008,hpl noms august
8.288261372340948,meter
7.844727466724952,order confirmation footlocker com
11.222379914154514,enron hpl actuals sept
7.768094465690934,lst rev mar josey ranch nom
3.068320981010561,half day vac
8.679732825042427,revised eastrans nomination change effective
10.94796969830709,revision enron hpl actuals august
5.536287306475698,reliant attempt humor
9.305870314232502,wacog sale cannon winter
8.276041335073,january withdrawal storage
5.026250657176073,fw missing man formation
5.686458051837107,fw odds
9.392136368769199,adjusted deal ticket
6.034466224888864,fw stress relief
8.329448714894394,sitara cpr availability
10.071582884715728,enron actuals december
6.785103200885857,cokinos tri c april election
7.344443779058923,revised eastrans nomination effective march
7.535445541007527,force majeure situation jennings plant
8.863728457841093,revised noms gathering contract
8.198901056176128,july activity driver survey
8.466492011721154,calpine
9.977976480415009,enron hpl actuals august
9.48728947136388,re equistar feb
8.05016159332906,re hilcorp old ocean volume
7.115133952227525,revised nom
9.71068858929232,re texas general land office transport
9.788213087559056,new computer
9.384957994453144,re flow volume oxy gladewater meter
10.138771582174025,enron hpl actuals december
11.177942376018903,intra day midcon
